GeneID	SRR16497780	SRR16497781	SRR16497782	SRR16497783	SRR16497784	SRR16497785
ENSG00000081237	21	21	12	7	5	1
ENSG00000081248	31	22	7	8	7	4
ENSG00000081277	0	15	5	7	8	0
ENSG00000081307	109	160	420	197	157	223
ENSG00000081320	67	135	202	119	89	146
ENSG00000081377	232	378	711	311	297	391
ENSG00000081386	34	100	239	143	100	153
ENSG00000081479	49	50	18	106	12	8
ENSG00000081665	165	116	259	155	125	122
ENSG00000081692	76	77	221	139	135	83
ENSG00000081721	85	64	263	135	110	138
ENSG00000081760	368	407	734	588	430	514
ENSG00000081791	106	157	427	342	230	356
ENSG00000081800	7	7	1	7	0	0
ENSG00000081803	7	37	18	22	6	43
ENSG00000081818	24	22	24	28	18	6
ENSG00000081842	186	170	325	252	165	154
ENSG00000081853	0	11	5	4	2	1
ENSG00000081870	49	42	198	62	94	102
ENSG00000081913	1403	425	2345	1326	1293	968
ENSG00000081923	103	236	326	250	257	382
ENSG00000081985	8	1	21	18	6	9
ENSG00000082014	220	340	607	406	349	385
ENSG00000082068	108	150	396	217	165	240
ENSG00000082074	4	8	1	12	5	2
ENSG00000082126	58	28	83	52	77	54
ENSG00000082146	116	108	472	245	191	256
ENSG00000082153	543	626	1865	1133	882	1527
ENSG00000082175	18	19	3	8	4	2
ENSG00000082196	0	1	11	2	5	1
ENSG00000082212	190	97	555	309	299	289
ENSG00000082213	53	95	364	169	117	167
ENSG00000082258	50	134	517	254	139	282
ENSG00000082269	122	80	520	266	230	180
ENSG00000082293	12	23	4	16	5	0
ENSG00000082397	362	5	1265	206	672	83
ENSG00000082438	33	28	52	21	30	19
ENSG00000082458	186	249	478	242	225	275
ENSG00000082482	4	9	1	6	0	2
ENSG00000082497	39	10	123	85	50	44
ENSG00000082512	64	87	153	205	79	158
ENSG00000082515	9	67	186	99	36	125
ENSG00000082516	247	237	536	526	374	584
ENSG00000082556	10	4	4	1	5	1
ENSG00000082641	1194	1929	2851	2702	1536	2563
ENSG00000082684	167	31	316	277	127	54
ENSG00000082701	427	742	1758	991	684	1070
ENSG00000082781	3100	4042	2544	3494	1639	2451
ENSG00000082805	231	658	1091	1070	491	999
ENSG00000082898	624	889	3252	2068	1389	2081
ENSG00000082929	1	2	2	2	0	0
ENSG00000082996	51	77	474	207	98	165
ENSG00000083067	78	191	182	254	67	153
ENSG00000083093	18	57	191	142	84	123
ENSG00000083097	60	143	303	251	140	224
ENSG00000083099	289	261	652	413	337	409
ENSG00000083123	49	69	330	120	100	124
ENSG00000083168	397	350	1371	776	564	722
ENSG00000083223	75	203	562	378	211	347
ENSG00000083290	282	323	626	269	297	266
ENSG00000083307	2	11	1	11	4	0
ENSG00000083312	481	872	3330	1847	1110	2044
ENSG00000083444	897	2101	2505	3998	1260	3345
ENSG00000083454	4	10	11	9	12	14
ENSG00000083457	112	71	208	115	129	125
ENSG00000083520	207	261	994	558	334	499
ENSG00000083535	50	77	249	111	77	88
ENSG00000083544	25	39	191	108	68	52
ENSG00000083622	3	1	5	3	0	0
ENSG00000083635	36	41	160	122	93	108
ENSG00000083642	164	213	945	430	343	337
ENSG00000083720	62	219	479	234	218	256
ENSG00000083750	11	88	252	134	93	100
ENSG00000083782	7	3	0	4	0	0
ENSG00000083799	246	369	960	331	424	356
ENSG00000083807	15	37	30	35	18	19
ENSG00000083812	67	87	136	130	79	132
ENSG00000083814	32	46	118	72	55	64
ENSG00000083817	15	19	82	60	18	32
ENSG00000083828	50	76	191	143	78	72
ENSG00000083838	51	58	56	63	30	40
ENSG00000083844	384	319	749	444	361	306
ENSG00000083845	939	1167	3290	2654	1513	2609
ENSG00000083857	1904	3376	8504	3871	3140	5621
ENSG00000083896	240	251	877	391	373	397
ENSG00000083937	67	102	248	144	87	112
ENSG00000084070	233	186	386	317	237	296
ENSG00000084072	169	146	404	379	286	253
ENSG00000084073	148	173	459	310	211	395
ENSG00000084090	484	573	1932	1094	1006	1236
ENSG00000084092	110	196	282	206	177	243
ENSG00000084093	142	262	653	418	278	465
ENSG00000084110	11	14	9	6	1	1
ENSG00000084112	274	567	866	777	538	1026
ENSG00000084207	1670	1551	3275	2116	1979	2554
ENSG00000084234	2115	3980	6785	5486	3095	5126
ENSG00000084444	45	82	140	226	59	185
ENSG00000084453	21	7	92	13	33	1
ENSG00000084463	80	174	430	308	188	417
ENSG00000084623	653	611	1999	1490	1128	1512
ENSG00000084628	12	10	78	14	19	11
ENSG00000084636	250	57	395	139	241	40
ENSG00000084652	288	498	961	760	488	1021
ENSG00000084674	13	14	7	17	3	6
ENSG00000084676	93	314	738	461	223	413
ENSG00000084693	130	254	575	382	269	418
ENSG00000084710	272	83	632	564	404	183
ENSG00000084731	513	606	931	783	647	751
ENSG00000084733	1528	1246	3007	1860	1797	1741
ENSG00000084734	16	6	7	5	5	4
ENSG00000084754	598	1004	2286	1851	1112	2168
ENSG00000084764	32	115	163	170	90	144
ENSG00000084774	932	785	1729	1564	1536	1854
ENSG00000085063	545	2297	2835	1737	903	2822
ENSG00000085117	52	882	67	302	51	575
ENSG00000085185	103	176	266	264	129	308
ENSG00000085224	352	938	2607	1578	977	1179
ENSG00000085231	22	29	120	74	34	69
ENSG00000085265	6	15	0	2	8	0
ENSG00000085274	52	68	174	96	54	103
ENSG00000085276	15	13	16	14	4	2
ENSG00000085365	47	138	417	272	117	253
ENSG00000085377	131	225	641	507	296	447
ENSG00000085382	84	178	249	175	141	221
ENSG00000085415	314	125	736	568	498	487
ENSG00000085433	157	142	363	257	190	276
ENSG00000085449	170	453	800	743	352	975
ENSG00000085465	11	5	19	11	5	7
ENSG00000085491	81	141	438	226	202	300
ENSG00000085511	350	311	1145	552	539	408
ENSG00000085514	26	7	18	15	10	8
ENSG00000085552	15	8	18	18	17	2
ENSG00000085563	21	480	7	85	8	392
ENSG00000085644	103	171	218	199	164	154
ENSG00000085662	430	433	856	914	651	1413
ENSG00000085719	252	280	1640	635	471	597
ENSG00000085721	102	157	421	329	167	433
ENSG00000085733	1840	2409	4556	3788	2813	4654
ENSG00000085741	8	28	4	84	11	40
ENSG00000085760	76	118	350	274	138	244
ENSG00000085788	189	311	440	356	225	343
ENSG00000085831	71	19	109	45	46	13
ENSG00000085832	497	482	2306	1482	910	861
ENSG00000085840	62	16	128	31	84	64
ENSG00000085871	13	15	36	14	11	13
ENSG00000085872	163	155	394	266	280	210
ENSG00000085978	251	261	543	455	368	555
ENSG00000085982	264	408	924	549	367	495
ENSG00000085998	597	397	1346	966	762	720
ENSG00000085999	82	6	129	52	100	72
ENSG00000086015	1049	1270	1935	1505	1333	1390
ENSG00000086061	424	747	2134	1126	888	1538
ENSG00000086062	416	536	1625	1050	664	1166
ENSG00000086065	456	528	1477	841	558	751
ENSG00000086102	184	227	676	451	303	443
ENSG00000086159	15	13	8	8	4	6
ENSG00000086189	40	62	345	129	114	186
ENSG00000086200	87	103	385	247	151	251
ENSG00000086205	0	4	0	7	2	0
ENSG00000086232	113	343	715	573	308	600
ENSG00000086288	3	1	1	4	0	0
ENSG00000086289	185	406	585	866	311	814
ENSG00000086300	10	78	11	54	5	157
ENSG00000086475	195	136	490	236	286	339
ENSG00000086504	185	245	456	326	285	491
ENSG00000086506	41	19	27	36	36	18
ENSG00000086544	126	131	283	194	165	194
ENSG00000086548	15	6	2	3	0	0
ENSG00000086570	19	25	17	10	15	3
ENSG00000086589	68	85	302	189	108	200
ENSG00000086598	110	382	843	698	258	874
ENSG00000086619	25	20	138	27	18	20
ENSG00000086666	178	179	559	372	240	326
ENSG00000086696	21	7	6	5	6	1
ENSG00000086712	137	98	371	220	191	205
ENSG00000086717	9	3	3	1	1	1
ENSG00000086730	8	18	35	19	22	22
ENSG00000086758	2592	3588	8285	6905	4641	6852
ENSG00000086827	39	63	257	147	108	146
ENSG00000086848	17	45	104	62	51	61
ENSG00000086967	4	3	18	40	1	18
ENSG00000086991	30	31	36	14	12	20
ENSG00000087008	161	277	377	304	210	291
ENSG00000087053	130	182	655	472	286	448
ENSG00000087074	227	180	499	340	247	357
ENSG00000087076	12	89	16	106	13	59
ENSG00000087077	468	798	1102	785	741	1262
ENSG00000087085	191	126	313	149	195	182
ENSG00000087086	1176	4175	6009	7269	1802	7720
ENSG00000087087	296	233	722	560	650	783
ENSG00000087088	202	123	420	316	291	291
ENSG00000087095	57	107	373	198	142	175
ENSG00000087111	235	557	988	719	545	674
ENSG00000087116	11	92	12	26	6	10
ENSG00000087128	0	2	2	4	0	0
ENSG00000087152	457	509	1018	722	631	677
ENSG00000087157	363	470	959	797	569	786
ENSG00000087191	134	165	598	329	353	448
ENSG00000087206	145	178	337	332	227	339
ENSG00000087237	11	24	5	7	7	6
ENSG00000087245	100	2913	18	1479	28	1924
ENSG00000087250	1	2	8	1	2	2
ENSG00000087253	3	111	6	62	7	86
ENSG00000087258	91	14	238	208	111	44
ENSG00000087263	157	163	307	271	204	345
ENSG00000087266	580	961	1304	1337	649	1172
ENSG00000087269	272	95	289	216	270	221
ENSG00000087274	1149	1935	3276	1668	1519	2131
ENSG00000087299	64	38	110	130	85	92
ENSG00000087301	38	51	111	85	45	42
ENSG00000087302	96	303	633	530	212	512
ENSG00000087303	51	545	190	137	80	523
ENSG00000087338	64	116	184	156	80	169
ENSG00000087365	1211	1412	2983	2467	1897	2345
ENSG00000087448	121	109	502	250	200	225
ENSG00000087460	4495	6095	11461	7887	6422	8125
ENSG00000087470	212	226	614	427	309	565
ENSG00000087494	6	13	10	4	5	6
ENSG00000087495	3	10	7	5	9	0
ENSG00000087502	81	136	491	266	161	315
ENSG00000087510	40	48	224	163	157	144
ENSG00000087586	152	70	252	103	156	282
ENSG00000087589	5	3	13	4	0	3
ENSG00000087842	47	32	138	152	50	110
ENSG00000087884	38	42	56	61	23	35
ENSG00000087903	63	64	145	110	79	68
ENSG00000087995	105	154	446	212	200	259
ENSG00000088002	12	6	4	5	1	7
ENSG00000088035	26	32	101	20	34	31
ENSG00000088038	64	98	329	268	185	252
ENSG00000088053	0	6	2	3	2	1
ENSG00000088179	82	180	263	276	115	256
ENSG00000088205	215	269	1115	800	513	762
ENSG00000088247	836	586	2114	1377	1552	1457
ENSG00000088256	491	547	804	645	576	635
ENSG00000088280	401	645	1333	969	664	838
ENSG00000088298	123	557	353	467	202	504
ENSG00000088305	46	75	115	68	61	106
ENSG00000088320	8	7	6	1	0	0
ENSG00000088325	844	338	1718	566	1278	1252
ENSG00000088340	21	91	18	175	15	62
ENSG00000088356	142	152	305	253	169	331
ENSG00000088367	242	672	623	674	278	747
ENSG00000088386	3	6	9	7	4	0
ENSG00000088387	83	106	179	156	121	163
ENSG00000088448	299	233	1220	502	503	330
ENSG00000088451	20	23	102	40	39	51
ENSG00000088538	36	42	106	39	35	29
ENSG00000088543	27	35	61	44	28	40
ENSG00000088682	92	111	362	268	214	257
ENSG00000088726	0	1	3	3	0	0
ENSG00000088727	10	27	31	24	18	27
ENSG00000088756	13	135	2	29	1	76
ENSG00000088766	219	183	458	336	239	260
ENSG00000088782	0	0	0	0	0	0
ENSG00000088808	37	87	126	103	71	87
ENSG00000088812	540	679	1669	1111	689	965
ENSG00000088826	350	197	714	385	354	408
ENSG00000088827	26	7	16	29	3	15
ENSG00000088832	136	514	1349	756	472	1291
ENSG00000088833	216	284	762	486	400	514
ENSG00000088836	72	14	151	72	107	66
ENSG00000088854	284	515	1429	897	491	709
ENSG00000088876	59	82	133	111	107	124
ENSG00000088881	382	276	714	337	435	193
ENSG00000088882	397	1760	1299	812	573	1105
ENSG00000088888	3769	2621	4609	3229	3195	3112
ENSG00000088899	539	489	792	617	549	673
ENSG00000088926	0	0	3	6	0	2
ENSG00000088930	392	461	1774	1048	722	1066
ENSG00000088970	24	74	130	48	44	39
ENSG00000088986	211	509	1204	997	519	1227
ENSG00000088992	5	5	14	2	8	1
ENSG00000089006	260	291	944	524	450	510
ENSG00000089009	970	1923	6081	4156	2409	4122
ENSG00000089012	0	1	0	3	0	2
ENSG00000089022	304	278	485	349	264	340
ENSG00000089041	82	87	188	102	78	98
ENSG00000089048	64	106	330	237	148	164
ENSG00000089050	182	203	252	168	203	144
ENSG00000089053	434	618	996	968	555	1091
ENSG00000089057	204	236	670	463	379	392
ENSG00000089060	155	211	219	231	111	187
ENSG00000089063	200	232	556	317	201	408
ENSG00000089091	40	40	63	48	42	34
ENSG00000089094	516	475	803	583	544	572
ENSG00000089101	15	23	7	7	1	2
ENSG00000089116	0	1	0	4	0	0
ENSG00000089123	57	84	193	116	65	75
ENSG00000089127	2	43	19	54	6	36
ENSG00000089154	2210	2495	4199	4577	3045	4647
ENSG00000089157	2971	3522	13812	9570	5729	9310
ENSG00000089159	489	1146	1096	1371	693	1993
ENSG00000089163	1	28	14	1	4	12
ENSG00000089169	17	28	6	8	16	2
ENSG00000089177	43	321	252	312	123	213
ENSG00000089195	40	53	142	107	66	153
ENSG00000089199	0	13	15	22	5	6
ENSG00000089220	566	615	1918	1225	964	1316
ENSG00000089225	7	5	1	5	2	4
ENSG00000089234	96	191	412	329	186	336
ENSG00000089248	253	502	1073	889	481	948
ENSG00000089250	29	34	3	11	6	2
ENSG00000089280	576	661	2134	1103	1423	1569
ENSG00000089289	144	357	554	377	245	407
ENSG00000089327	20	42	67	168	23	161
ENSG00000089335	30	122	291	186	89	138
ENSG00000089351	327	393	771	572	435	411
ENSG00000089356	8	4	2	0	2	1
ENSG00000089472	12	29	29	23	21	23
ENSG00000089486	229	375	645	485	336	568
ENSG00000089505	9	41	17	34	14	13
ENSG00000089558	1	5	13	8	6	1
ENSG00000089597	3501	5140	8601	7555	4929	8058
ENSG00000089639	259	255	409	325	284	334
ENSG00000089682	16	38	120	73	59	87
ENSG00000089685	347	118	660	229	595	639
ENSG00000089692	15	16	6	8	5	11
ENSG00000089693	773	970	1676	1816	1093	1927
ENSG00000089723	18	27	70	86	31	64
ENSG00000089737	307	807	1166	1530	564	1493
ENSG00000089775	168	182	305	218	193	223
ENSG00000089818	94	130	228	231	123	194
ENSG00000089820	34	28	51	22	35	17
ENSG00000089847	78	67	76	122	61	33
ENSG00000089876	168	194	442	292	218	341
ENSG00000089902	135	350	483	484	188	550
ENSG00000089916	399	445	1428	955	673	703
ENSG00000090006	742	1368	1170	302	873	492
ENSG00000090013	106	284	312	277	134	256
ENSG00000090020	61	185	187	171	135	292
ENSG00000090054	107	217	716	428	228	417
ENSG00000090060	315	637	1848	1430	717	1454
ENSG00000090061	25	53	125	102	59	115
ENSG00000090097	655	525	1637	903	1009	986
ENSG00000090104	0	1	0	0	2	0
ENSG00000090238	20	69	65	32	26	22
ENSG00000090263	19	58	138	142	44	150
ENSG00000090266	164	182	385	274	287	319
ENSG00000090273	490	310	885	793	628	753
ENSG00000090316	366	452	758	505	497	709
ENSG00000090339	245	232	384	393	199	453
ENSG00000090372	476	436	781	739	568	732
ENSG00000090376	8	19	17	14	8	1
ENSG00000090382	2	0	2	4	0	1
ENSG00000090402	2	15	1	14	3	0
ENSG00000090432	142	226	481	336	291	408
ENSG00000090447	32	20	76	36	82	50
ENSG00000090470	574	285	631	371	512	344
ENSG00000090487	165	318	709	544	269	502
ENSG00000090512	1	0	2	2	0	0
ENSG00000090520	111	114	349	263	167	262
ENSG00000090530	377	234	1215	738	772	493
ENSG00000090534	0	0	8	2	9	0
ENSG00000090539	62	48	76	94	42	33
ENSG00000090554	17	5	5	1	7	3
ENSG00000090565	1315	1152	2049	1244	1340	1258
ENSG00000090581	397	582	824	751	410	592
ENSG00000090612	128	132	433	303	173	192
ENSG00000090615	1512	2472	2612	3306	1746	2961
ENSG00000090621	624	579	1525	1603	1037	1684
ENSG00000090659	6	8	4	6	3	2
ENSG00000090661	302	153	733	247	292	163
ENSG00000090674	82	57	112	71	74	97
ENSG00000090686	386	453	1244	828	495	658
ENSG00000090776	100	523	315	460	158	445
ENSG00000090857	238	326	637	549	291	527
ENSG00000090861	1108	1289	2665	3361	1747	3053
ENSG00000090863	1702	2694	6209	3538	2481	3727
ENSG00000090889	207	156	511	190	406	368
ENSG00000090905	342	626	1619	919	669	1039
ENSG00000090924	287	642	662	579	562	563
ENSG00000090932	0	6	8	15	14	6
ENSG00000090971	423	321	865	511	619	322
ENSG00000090975	190	426	637	480	322	509
ENSG00000090989	82	201	468	300	180	291
ENSG00000091009	4	44	130	113	46	107
ENSG00000091010	4	2	3	4	0	1
ENSG00000091039	795	1007	2525	1443	1088	1334
ENSG00000091073	144	121	188	195	145	206
ENSG00000091106	7	6	15	15	6	5
ENSG00000091127	47	31	222	132	159	179
ENSG00000091128	11	39	5	12	6	5
ENSG00000091129	597	279	3477	2940	1415	1955
ENSG00000091136	2101	3167	5598	5702	2865	4712
ENSG00000091137	10	19	10	7	8	0
ENSG00000091138	5	10	3	4	6	0
ENSG00000091140	114	229	778	587	342	645
ENSG00000091157	60	156	368	289	146	218
ENSG00000091164	103	102	423	235	120	239
ENSG00000091181	18	19	9	8	0	1
ENSG00000091262	22	101	91	54	42	57
ENSG00000091317	255	505	1590	602	554	863
ENSG00000091409	44	365	724	263	195	961
ENSG00000091428	20	45	20	55	12	63
ENSG00000091436	84	1276	955	1316	279	2771
ENSG00000091482	0	4	3	0	0	0
ENSG00000091483	81	78	333	205	171	226
ENSG00000091490	60	1352	267	1014	101	1334
ENSG00000091513	28	19	32	24	9	4
ENSG00000091527	553	796	2161	1847	1168	2031
ENSG00000091536	67	150	64	59	32	44
ENSG00000091542	293	454	862	812	479	870
ENSG00000091583	3	2	1	11	2	0
ENSG00000091592	419	450	760	468	508	372
ENSG00000091622	168	77	266	290	212	135
ENSG00000091640	164	201	352	294	247	328
ENSG00000091651	92	34	211	68	168	158
ENSG00000091656	467	154	2363	687	881	407
ENSG00000091664	7	6	8	3	2	0
ENSG00000091704	14	6	3	3	4	0
ENSG00000091732	151	162	333	264	222	342
ENSG00000091831	24	13	8	10	8	8
ENSG00000091844	45	396	244	240	87	407
ENSG00000091879	29	80	44	24	23	116
ENSG00000091947	258	243	450	319	277	325
ENSG00000091972	38	11	119	47	46	18
ENSG00000091986	36	720	86	258	37	926
ENSG00000092009	3	2	1	2	0	0
ENSG00000092010	263	554	967	940	571	924
ENSG00000092020	41	69	194	141	76	97
ENSG00000092036	40	34	85	29	48	47
ENSG00000092051	401	131	707	315	416	169
ENSG00000092054	28	12	1	16	5	4
ENSG00000092067	0	0	3	0	0	0
ENSG00000092068	2	15	2	10	3	6
ENSG00000092094	131	147	246	272	197	216
ENSG00000092096	505	920	810	632	484	504
ENSG00000092098	104	135	239	241	177	245
ENSG00000092108	61	328	475	442	175	472
ENSG00000092140	91	173	317	219	178	237
ENSG00000092148	814	1574	3155	2142	1476	2209
ENSG00000092199	978	1364	4668	3434	2201	3193
ENSG00000092200	14	11	6	6	6	1
ENSG00000092201	479	642	1557	1415	926	1531
ENSG00000092203	267	394	652	712	352	708
ENSG00000092208	42	73	115	90	85	117
ENSG00000092295	7	6	5	7	4	4
ENSG00000092330	178	204	479	402	283	407
ENSG00000092345	32	4	10	1	0	1
ENSG00000092377	4	0	1	2	0	0
ENSG00000092421	70	67	303	304	129	83
ENSG00000092439	317	420	1062	649	502	602
ENSG00000092445	644	146	1301	910	822	508
ENSG00000092470	34	48	108	23	59	83
ENSG00000092529	3	8	6	3	1	3
ENSG00000092531	14	87	232	127	78	125
ENSG00000092607	9	1	4	1	1	0
ENSG00000092621	810	720	1115	1580	1096	1552
ENSG00000092758	6539	929	5135	1345	4399	802
ENSG00000092820	579	593	2458	1603	1664	2000
ENSG00000092841	1858	3087	4413	4817	2838	6151
ENSG00000092847	380	331	1119	828	558	753
ENSG00000092850	19	18	12	10	5	0
ENSG00000092853	135	57	204	95	205	203
ENSG00000092871	195	176	439	332	243	290
ENSG00000092929	24	33	20	49	10	18
ENSG00000092931	105	112	243	121	99	164
ENSG00000092964	2826	3393	9676	4785	4429	5077
ENSG00000092969	90	119	245	1099	123	746
ENSG00000092978	56	62	282	181	101	148
ENSG00000093000	392	403	1130	575	722	962
ENSG00000093009	101	22	143	69	184	133
ENSG00000093010	27	22	32	26	11	10
ENSG00000093072	23	10	17	7	11	8
ENSG00000093100	2	6	45	30	20	24
ENSG00000093134	10	3	0	3	0	0
ENSG00000093144	292	196	1316	404	491	410
ENSG00000093167	234	238	766	384	417	388
ENSG00000093183	355	347	738	385	398	573
ENSG00000093217	61	60	107	95	55	93
ENSG00000094631	489	449	1312	790	712	663
ENSG00000094661	2	9	2	7	1	2
ENSG00000094755	0	7	1	4	1	2
ENSG00000094796	0	8	1	6	0	0
ENSG00000094804	169	77	256	112	260	331
ENSG00000094841	28	45	161	83	51	95
ENSG00000094880	82	149	378	315	168	300
ENSG00000094914	208	268	488	378	298	416
ENSG00000094916	1059	1167	4814	2044	2132	2562
ENSG00000094963	2	5	6	6	2	2
ENSG00000094975	372	269	1153	723	553	584
ENSG00000095002	105	291	648	316	351	491
ENSG00000095015	185	289	523	694	349	599
ENSG00000095059	276	155	458	289	239	250
ENSG00000095066	156	115	287	198	197	113
ENSG00000095110	0	12	16	3	1	0
ENSG00000095139	260	678	1458	1230	468	1425
ENSG00000095203	256	30	449	98	134	77
ENSG00000095209	38	73	287	152	97	135
ENSG00000095261	72	113	306	201	173	286
ENSG00000095303	2	7	6	9	9	5
ENSG00000095319	518	470	1557	1134	993	1372
ENSG00000095321	982	734	1190	1322	831	1057
ENSG00000095370	51	8	115	29	65	18
ENSG00000095380	77	111	185	199	125	235
ENSG00000095383	51	88	59	75	40	105
ENSG00000095397	105	171	248	237	141	128
ENSG00000095464	5	2	11	0	2	2
ENSG00000095485	311	202	468	319	298	290
ENSG00000095539	47	70	125	78	51	88
ENSG00000095564	395	415	1374	630	544	609
ENSG00000095574	23	60	141	109	51	85
ENSG00000095585	8	6	4	2	4	0
ENSG00000095587	18	16	75	90	49	30
ENSG00000095596	7	11	4	15	4	5
ENSG00000095627	2	15	1	4	2	2
ENSG00000095637	286	119	981	474	374	234
ENSG00000095713	45	13	22	34	23	4
ENSG00000095739	193	88	326	305	154	119
ENSG00000095752	90	23	114	59	179	73
ENSG00000095777	16	25	9	12	6	0
ENSG00000095787	330	461	1013	761	624	775
ENSG00000095794	54	57	172	100	79	69
ENSG00000095906	433	297	707	518	531	554
ENSG00000095917	5	0	2	0	1	0
ENSG00000095932	0	4	8	5	3	0
ENSG00000095951	252	330	925	637	382	374
ENSG00000095970	8	4	0	1	0	0
ENSG00000095981	13	0	0	0	3	0
ENSG00000096006	0	3	0	1	0	0
ENSG00000096060	160	300	505	323	268	428
ENSG00000096063	124	133	610	367	328	475
ENSG00000096070	462	562	1194	647	542	827
ENSG00000096080	20	55	93	69	33	91
ENSG00000096088	8	7	1	0	3	0
ENSG00000096092	15	91	161	109	83	115
ENSG00000096093	428	366	1211	667	595	540
ENSG00000096264	2	3	3	0	0	1
ENSG00000096384	2707	3399	10199	8489	5488	9663
ENSG00000096395	10	2	3	2	0	0
ENSG00000096401	139	244	820	410	289	511
ENSG00000096433	84	402	128	587	176	625
ENSG00000096654	21	63	109	71	66	74
ENSG00000096696	19	12	17	6	17	6
ENSG00000096717	59	111	264	149	110	207
ENSG00000096746	153	205	774	354	308	389
ENSG00000096872	39	40	106	63	40	56
ENSG00000096968	68	149	267	181	142	182
ENSG00000096996	1	17	8	1	4	0
ENSG00000097007	806	1797	1948	1755	1290	2272
ENSG00000097021	535	186	924	791	775	926
ENSG00000097033	200	295	1271	622	377	585
ENSG00000097046	63	13	78	21	56	52
ENSG00000097096	134	73	202	192	128	138
ENSG00000099139	84	177	86	89	90	66
ENSG00000099194	4059	2529	18335	7774	6122	9218
ENSG00000099203	25	51	88	80	84	65
ENSG00000099204	511	710	1920	3880	933	2456
ENSG00000099219	80	175	402	322	115	285
ENSG00000099246	68	220	695	394	205	444
ENSG00000099250	456	2341	3225	1837	927	3716
ENSG00000099251	6	2	3	5	0	8
ENSG00000099256	18	37	103	64	36	62
ENSG00000099260	28	291	178	293	46	308
ENSG00000099282	94	39	151	96	126	74
ENSG00000099284	87	139	380	195	270	250
ENSG00000099290	223	408	887	775	430	766
ENSG00000099308	107	142	348	194	173	149
ENSG00000099326	90	100	234	187	146	124
ENSG00000099330	73	75	136	60	66	56
ENSG00000099331	1835	1230	3742	2069	2528	1979
ENSG00000099337	51	24	104	37	85	42
ENSG00000099338	43	15	46	32	23	8
ENSG00000099341	89	186	560	413	222	450
ENSG00000099364	462	270	746	494	653	535
ENSG00000099365	65	79	134	69	71	62
ENSG00000099377	42	36	77	38	19	53
ENSG00000099381	317	292	618	469	405	487
ENSG00000099385	111	110	235	182	160	138
ENSG00000099399	0	0	0	0	0	0
ENSG00000099617	59	11	61	7	39	6
ENSG00000099622	864	506	1741	822	1057	635
ENSG00000099624	522	261	712	429	503	354
ENSG00000099625	363	282	534	337	383	315
ENSG00000099715	3	12	0	8	6	0
ENSG00000099721	0	0	0	0	0	1
ENSG00000099725	245	30	535	166	309	133
ENSG00000099769	8	12	45	29	10	10
ENSG00000099783	1405	892	2615	1375	2304	1899
ENSG00000099785	174	137	232	228	145	143
ENSG00000099795	281	234	458	349	314	283
ENSG00000099797	184	125	420	200	227	275
ENSG00000099800	214	170	457	259	328	292
ENSG00000099804	475	276	811	527	558	427
ENSG00000099810	231	112	384	259	256	202
ENSG00000099812	10	5	10	7	6	3
ENSG00000099814	574	521	940	1031	883	1107
ENSG00000099817	362	340	1070	758	687	848
ENSG00000099821	654	369	868	910	888	721
ENSG00000099822	83	131	169	257	100	181
ENSG00000099834	97	99	227	205	124	98
ENSG00000099840	2	2	16	10	11	3
ENSG00000099849	94	125	116	166	111	251
ENSG00000099860	397	120	505	285	411	238
ENSG00000099864	671	844	1290	911	869	710
ENSG00000099866	14	20	10	20	22	11
ENSG00000099869	4	20	0	9	0	32
ENSG00000099875	711	616	1529	1521	880	1002
ENSG00000099889	668	181	1018	661	700	390
ENSG00000099899	239	235	452	426	371	397
ENSG00000099901	729	295	1185	785	928	939
ENSG00000099904	435	552	794	634	537	748
ENSG00000099910	151	160	393	167	185	184
ENSG00000099917	479	512	1271	923	762	1148
ENSG00000099937	16	9	16	7	8	18
ENSG00000099940	30	84	250	132	72	180
ENSG00000099942	791	666	1883	1122	973	1281
ENSG00000099949	92	159	249	226	173	197
ENSG00000099953	340	552	598	296	236	148
ENSG00000099954	114	49	372	331	155	180
ENSG00000099956	480	478	1169	768	641	748
ENSG00000099957	68	171	126	179	55	145
ENSG00000099958	2	5	5	2	4	4
ENSG00000099960	12	12	13	17	3	25
ENSG00000099968	585	710	1965	1141	872	1114
ENSG00000099974	53	22	67	35	52	45
ENSG00000099977	5	4	18	18	14	16
ENSG00000099984	3	4	1	6	3	10
ENSG00000099985	0	2	6	9	2	3
ENSG00000099991	758	1646	1742	2197	900	2399
ENSG00000099992	68	164	156	145	90	170
ENSG00000099994	12	30	19	31	3	15
ENSG00000099995	397	518	1716	1156	823	1121
ENSG00000099998	26	94	26	167	7	104
ENSG00000099999	629	387	829	544	572	379
ENSG00000100003	265	134	622	340	416	308
ENSG00000100012	2	6	4	15	1	0
ENSG00000100014	111	246	481	322	251	382
ENSG00000100023	125	276	445	424	314	467
ENSG00000100024	2	17	10	16	3	1
ENSG00000100027	35	29	92	38	35	20
ENSG00000100028	258	202	582	386	335	469
ENSG00000100029	1081	741	1492	1770	1479	1750
ENSG00000100030	278	640	1816	1039	667	1221
ENSG00000100031	24	36	45	22	7	12
ENSG00000100033	0	0	0	0	0	0
ENSG00000100034	597	448	934	710	749	714
ENSG00000100036	153	120	208	151	181	165
ENSG00000100038	21	7	19	20	18	13
ENSG00000100053	6	9	4	6	6	8
ENSG00000100055	23	14	14	6	3	3
ENSG00000100056	221	202	308	320	249	292
