GeneID	SRR16497780	SRR16497781	SRR16497782	SRR16497783	SRR16497784	SRR16497785
ENSG00000134253	98	247	715	285	370	149
ENSG00000134255	95	76	390	175	117	161
ENSG00000134256	8	1	40	12	24	0
ENSG00000134258	5	4	20	9	4	4
ENSG00000134259	11	5	0	1	0	3
ENSG00000134262	53	46	194	121	87	107
ENSG00000134265	38	90	279	261	125	211
ENSG00000134278	278	296	1138	614	403	459
ENSG00000134283	150	206	515	279	225	373
ENSG00000134285	207	136	329	257	215	185
ENSG00000134287	243	448	1154	741	535	1100
ENSG00000134291	107	191	596	252	288	385
ENSG00000134294	400	1670	3794	1855	974	3126
ENSG00000134297	11	16	34	20	14	45
ENSG00000134308	1024	1354	4892	2323	2051	3173
ENSG00000134313	295	844	2296	1180	787	1161
ENSG00000134317	44	15	71	89	45	59
ENSG00000134318	562	745	1591	872	909	991
ENSG00000134321	4	5	0	1	2	0
ENSG00000134323	3	7	1	3	1	0
ENSG00000134324	556	843	1881	1369	872	2153
ENSG00000134326	3	6	2	2	4	1
ENSG00000134330	40	92	195	33	100	69
ENSG00000134333	67	85	185	133	75	157
ENSG00000134339	4	0	0	0	0	0
ENSG00000134343	4	7	2	3	0	2
ENSG00000134352	456	1603	3302	3309	948	4163
ENSG00000134363	5	19	2	2	5	58
ENSG00000134365	0	4	1	0	1	0
ENSG00000134369	1023	981	2611	1585	1414	1574
ENSG00000134371	146	257	892	503	398	450
ENSG00000134375	155	174	439	474	270	532
ENSG00000134376	7	4	1	7	4	1
ENSG00000134389	3	0	1	2	0	0
ENSG00000134398	7	7	3	2	2	3
ENSG00000134419	159	245	830	431	314	397
ENSG00000134438	0	4	0	0	1	0
ENSG00000134440	614	544	2275	1989	1210	1580
ENSG00000134443	0	0	0	0	0	0
ENSG00000134444	213	174	626	391	289	384
ENSG00000134452	532	813	1370	1108	775	1291
ENSG00000134453	137	221	561	396	301	478
ENSG00000134460	3	2	4	3	2	0
ENSG00000134461	94	78	152	113	102	93
ENSG00000134463	0	8	4	32	1	8
ENSG00000134470	34	119	59	40	33	117
ENSG00000134480	135	150	680	243	200	266
ENSG00000134489	3	3	2	0	0	0
ENSG00000134490	39	50	134	153	79	91
ENSG00000134504	197	160	333	230	270	268
ENSG00000134508	1257	292	4415	471	2524	645
ENSG00000134516	63	21	90	42	70	12
ENSG00000134531	11	100	36	96	10	235
ENSG00000134532	90	142	500	132	138	86
ENSG00000134533	3	6	0	4	3	0
ENSG00000134538	3	0	0	0	0	0
ENSG00000134539	2	8	3	3	2	1
ENSG00000134545	4	3	0	1	3	1
ENSG00000134548	1	4	12	0	3	4
ENSG00000134551	0	0	0	1	1	0
ENSG00000134569	2272	681	5317	9529	2802	4123
ENSG00000134571	23	1	2	3	2	1
ENSG00000134574	8	38	10	14	12	17
ENSG00000134575	162	212	370	345	215	375
ENSG00000134588	3	1	6	0	0	0
ENSG00000134590	1067	1325	3476	1396	1526	1599
ENSG00000134594	37	23	134	74	68	68
ENSG00000134595	0	1	2	1	0	0
ENSG00000134597	37	40	95	86	53	71
ENSG00000134602	3	4	11	1	32	2
ENSG00000134612	0	1	2	3	2	0
ENSG00000134627	5	5	0	2	0	0
ENSG00000134640	2	5	2	0	0	0
ENSG00000134644	354	678	1873	1234	787	1199
ENSG00000134668	206	268	543	512	287	673
ENSG00000134684	516	463	1204	1364	746	1504
ENSG00000134686	510	718	1333	1315	757	1176
ENSG00000134690	65	33	251	87	174	213
ENSG00000134697	204	187	611	486	368	481
ENSG00000134698	118	135	356	182	128	153
ENSG00000134709	0	9	4	3	4	3
ENSG00000134716	2	6	1	0	1	1
ENSG00000134717	53	88	431	229	180	245
ENSG00000134744	211	262	922	612	373	392
ENSG00000134748	223	238	823	416	405	389
ENSG00000134755	3	3	3	4	1	1
ENSG00000134757	14	0	1	5	1	1
ENSG00000134758	27	27	252	100	98	119
ENSG00000134759	319	389	1180	1028	493	732
ENSG00000134760	4	2	3	1	0	0
ENSG00000134762	9	6	1	5	3	3
ENSG00000134765	5	6	0	4	1	4
ENSG00000134769	133	239	977	670	279	518
ENSG00000134775	288	82	800	457	430	299
ENSG00000134779	738	373	1664	1200	905	1013
ENSG00000134780	58	112	116	230	69	269
ENSG00000134802	43	2	36	12	39	16
ENSG00000134809	81	51	137	137	127	157
ENSG00000134812	4	1	0	0	0	0
ENSG00000134815	170	96	321	241	273	233
ENSG00000134817	17	5	2	1	0	0
ENSG00000134824	3434	2136	6576	4073	4226	6253
ENSG00000134825	27	40	161	64	34	102
ENSG00000134827	0	1	0	0	1	0
ENSG00000134830	3	19	8	0	2	0
ENSG00000134851	152	257	479	237	240	359
ENSG00000134852	41	112	337	128	122	232
ENSG00000134853	6	624	5	75	3	330
ENSG00000134864	19	9	24	14	19	10
ENSG00000134871	5126	5222	6319	10729	5172	6117
ENSG00000134873	3	2	1	1	2	0
ENSG00000134874	317	392	903	663	446	519
ENSG00000134882	318	290	593	435	386	358
ENSG00000134884	386	305	1588	714	837	628
ENSG00000134897	216	136	299	138	160	104
ENSG00000134899	27	26	79	39	36	53
ENSG00000134900	79	167	714	444	333	494
ENSG00000134901	63	90	178	99	88	89
ENSG00000134905	348	259	900	722	555	655
ENSG00000134909	220	192	1162	511	439	403
ENSG00000134910	219	403	1189	869	429	1204
ENSG00000134917	33	46	30	58	52	99
ENSG00000134940	8	0	3	0	0	1
ENSG00000134954	320	494	1233	531	749	625
ENSG00000134955	11	12	4	3	8	8
ENSG00000134962	12	2	1	1	2	1
ENSG00000134970	44	158	912	361	185	435
ENSG00000134982	229	271	1127	536	444	548
ENSG00000134986	127	210	557	296	185	369
ENSG00000134987	143	259	699	363	312	529
ENSG00000134996	11	58	62	42	40	106
ENSG00000135002	55	79	225	153	100	160
ENSG00000135018	799	843	2085	1200	1151	1311
ENSG00000135040	235	261	740	387	320	439
ENSG00000135045	79	37	92	61	88	125
ENSG00000135046	914	810	5745	2455	2418	2897
ENSG00000135047	100	630	332	395	144	540
ENSG00000135048	1107	753	4765	2022	1484	1827
ENSG00000135049	80	97	370	218	161	154
ENSG00000135052	583	1049	1840	1891	945	1720
ENSG00000135063	24	8	24	22	25	6
ENSG00000135069	130	136	452	770	269	739
ENSG00000135070	35	67	185	110	57	152
ENSG00000135074	295	747	482	1162	506	1309
ENSG00000135077	1	6	4	5	2	2
ENSG00000135083	82	135	219	207	152	213
ENSG00000135090	71	333	319	228	106	337
ENSG00000135093	51	74	172	117	52	120
ENSG00000135094	0	3	0	2	2	0
ENSG00000135097	258	139	885	457	425	312
ENSG00000135100	4	2	4	1	2	0
ENSG00000135108	359	436	1134	737	494	701
ENSG00000135111	5	12	2	1	1	1
ENSG00000135114	21	10	17	33	20	18
ENSG00000135116	29	17	117	45	46	37
ENSG00000135119	412	77	595	429	373	240
ENSG00000135124	102	127	196	191	80	146
ENSG00000135127	8	6	13	7	8	4
ENSG00000135144	25	14	80	25	32	11
ENSG00000135148	383	446	742	624	412	883
ENSG00000135164	331	325	954	611	455	478
ENSG00000135175	6	0	2	0	0	0
ENSG00000135185	111	80	109	69	118	62
ENSG00000135205	18	28	46	31	5	7
ENSG00000135211	8	30	57	37	22	47
ENSG00000135218	14	56	1	19	5	27
ENSG00000135220	0	0	0	0	2	0
ENSG00000135222	0	0	1	0	0	0
ENSG00000135226	0	0	0	0	0	0
ENSG00000135241	33	106	380	235	106	244
ENSG00000135245	57	59	75	90	60	138
ENSG00000135248	3	8	15	14	8	11
ENSG00000135249	46	107	253	194	128	219
ENSG00000135250	98	192	685	417	270	399
ENSG00000135253	30	43	10	31	18	24
ENSG00000135269	19	42	48	32	42	35
ENSG00000135272	72	196	245	132	89	249
ENSG00000135297	161	194	464	298	201	279
ENSG00000135298	5	18	1	9	6	0
ENSG00000135299	70	98	203	240	88	121
ENSG00000135312	0	0	2	1	2	0
ENSG00000135314	0	3	6	5	2	9
ENSG00000135315	22	98	179	83	58	91
ENSG00000135316	115	171	879	372	289	395
ENSG00000135317	424	248	437	320	281	216
ENSG00000135318	51	1005	199	676	135	1355
ENSG00000135324	3	21	6	3	1	6
ENSG00000135333	12	67	43	8	5	16
ENSG00000135334	69	155	287	333	163	313
ENSG00000135336	88	121	385	255	149	276
ENSG00000135338	84	53	343	133	116	87
ENSG00000135341	163	324	651	416	270	508
ENSG00000135346	0	1	2	0	1	1
ENSG00000135355	0	0	0	2	0	0
ENSG00000135362	45	295	155	337	97	410
ENSG00000135363	0	343	27	11	4	21
ENSG00000135365	162	329	726	512	293	459
ENSG00000135372	248	264	689	606	426	793
ENSG00000135373	0	4	2	7	3	2
ENSG00000135374	0	1	1	3	1	1
ENSG00000135378	1	4	4	0	1	1
ENSG00000135387	1027	1552	4908	3378	2329	3503
ENSG00000135390	247	526	1256	773	484	752
ENSG00000135392	111	123	286	173	188	239
ENSG00000135404	2962	4191	4785	5430	2999	5665
ENSG00000135406	367	449	652	382	279	313
ENSG00000135407	8	43	80	72	19	54
ENSG00000135409	4	2	0	0	1	1
ENSG00000135413	0	2	0	1	0	0
ENSG00000135414	100	263	443	333	177	452
ENSG00000135423	2	4	13	3	2	2
ENSG00000135424	1555	907	2165	7884	1641	4407
ENSG00000135426	4	4	3	4	0	0
ENSG00000135436	0	1	9	5	1	0
ENSG00000135437	2	9	17	34	5	15
ENSG00000135439	144	167	408	75	175	48
ENSG00000135441	19	19	63	24	23	49
ENSG00000135443	4	3	0	0	1	0
ENSG00000135446	951	809	2429	1788	1465	1750
ENSG00000135447	2	3	5	3	1	1
ENSG00000135451	74	70	216	83	165	212
ENSG00000135452	213	292	507	267	188	189
ENSG00000135454	162	263	331	85	221	143
ENSG00000135457	63	111	317	206	127	197
ENSG00000135469	10	34	58	62	32	72
ENSG00000135472	21	111	160	169	49	91
ENSG00000135473	63	112	427	245	175	174
ENSG00000135476	326	90	385	163	369	405
ENSG00000135477	0	0	2	1	0	3
ENSG00000135480	15	11	16	128	12	81
ENSG00000135482	82	64	218	139	111	123
ENSG00000135486	2192	1827	6509	3055	3945	3651
ENSG00000135502	0	0	5	2	4	3
ENSG00000135503	179	312	348	354	215	443
ENSG00000135506	889	2320	2406	2803	1307	2469
ENSG00000135517	0	1	1	0	3	0
ENSG00000135519	13	11	28	21	14	12
ENSG00000135521	5	13	78	68	32	49
ENSG00000135525	6	62	31	101	19	91
ENSG00000135535	534	1264	2434	1384	811	1796
ENSG00000135537	35	32	83	48	21	50
ENSG00000135540	189	180	498	561	258	463
ENSG00000135541	281	355	362	263	185	196
ENSG00000135547	8	4	14	18	9	4
ENSG00000135549	0	99	8	28	6	131
ENSG00000135569	2	0	0	0	0	1
ENSG00000135577	6	3	4	4	1	3
ENSG00000135587	47	39	127	76	75	80
ENSG00000135596	789	1136	1643	1077	1164	1002
ENSG00000135597	147	202	566	384	285	363
ENSG00000135604	9	7	11	14	10	3
ENSG00000135605	0	11	2	12	2	20
ENSG00000135617	74	95	137	143	129	185
ENSG00000135622	157	307	503	316	263	317
ENSG00000135624	1776	1336	3382	3291	2661	3591
ENSG00000135625	0	7	2	1	0	1
ENSG00000135631	420	686	829	835	624	1235
ENSG00000135632	129	149	291	332	257	345
ENSG00000135636	151	112	138	216	115	147
ENSG00000135637	131	161	228	150	205	226
ENSG00000135638	5	5	4	3	3	1
ENSG00000135643	53	76	176	219	63	142
ENSG00000135655	67	219	456	282	193	398
ENSG00000135677	795	1657	3286	2987	1228	2897
ENSG00000135678	51	28	72	38	26	36
ENSG00000135679	271	268	1209	686	450	497
ENSG00000135686	817	689	2281	1089	1220	1070
ENSG00000135697	5	3	2	5	2	8
ENSG00000135698	33	36	95	65	53	74
ENSG00000135702	2	0	5	0	1	1
ENSG00000135709	392	680	640	478	373	595
ENSG00000135720	792	1219	2509	2024	1287	2106
ENSG00000135722	13	38	43	61	37	40
ENSG00000135723	420	534	795	516	570	1017
ENSG00000135736	323	413	449	370	336	341
ENSG00000135740	29	102	60	53	42	73
ENSG00000135744	62	31	86	137	47	89
ENSG00000135747	23	2	16	6	28	5
ENSG00000135749	131	329	471	330	209	354
ENSG00000135750	0	4	1	1	1	1
ENSG00000135763	233	89	389	339	376	355
ENSG00000135766	328	286	361	456	353	544
ENSG00000135773	5	8	2	3	4	4
ENSG00000135775	106	82	423	361	165	253
ENSG00000135776	204	162	377	191	350	216
ENSG00000135778	162	323	830	501	301	531
ENSG00000135801	41	71	239	154	119	194
ENSG00000135821	762	637	2863	1840	1155	1232
ENSG00000135823	153	199	526	376	255	371
ENSG00000135824	2182	6	4035	538	1668	137
ENSG00000135828	1	29	16	55	6	36
ENSG00000135829	585	572	2725	1480	1493	1682
ENSG00000135835	77	35	95	83	57	48
ENSG00000135837	270	347	1295	810	536	732
ENSG00000135838	105	3	144	46	82	12
ENSG00000135842	567	4985	2340	858	989	1241
ENSG00000135845	10	46	179	84	81	77
ENSG00000135862	2284	2613	7113	5246	4110	4470
ENSG00000135870	186	304	1038	541	380	494
ENSG00000135898	1	0	1	4	1	1
ENSG00000135899	2	70	68	75	33	103
ENSG00000135900	167	159	286	207	144	300
ENSG00000135902	4	5	2	3	0	0
ENSG00000135903	4	3	2	1	3	0
ENSG00000135905	222	994	1569	854	404	1033
ENSG00000135912	226	125	511	324	281	368
ENSG00000135913	95	198	356	204	207	273
ENSG00000135914	0	14	1	6	1	4
ENSG00000135916	945	2113	2064	1729	1017	1728
ENSG00000135917	6	3	0	2	5	2
ENSG00000135919	139	138	309	702	182	418
ENSG00000135924	493	706	1439	1165	799	1117
ENSG00000135925	0	0	3	6	4	1
ENSG00000135926	112	385	288	219	137	346
ENSG00000135929	55	91	71	154	31	97
ENSG00000135930	199	307	747	560	380	541
ENSG00000135931	225	864	517	409	257	522
ENSG00000135932	181	353	823	493	343	644
ENSG00000135940	272	468	1201	855	509	746
ENSG00000135945	82	114	335	237	169	206
ENSG00000135951	36	17	52	32	24	22
ENSG00000135953	32	41	138	74	52	91
ENSG00000135956	440	533	985	768	582	818
ENSG00000135960	5	8	0	1	0	0
ENSG00000135966	186	118	394	286	177	336
ENSG00000135968	151	333	551	559	254	479
ENSG00000135972	57	60	122	115	84	111
ENSG00000135973	0	1	0	0	0	0
ENSG00000135974	75	102	302	218	87	208
ENSG00000135976	257	307	919	408	440	378
ENSG00000135999	69	135	359	263	115	211
ENSG00000136002	241	55	762	209	279	119
ENSG00000136003	81	281	437	330	160	372
ENSG00000136010	17	169	71	268	33	355
ENSG00000136011	11	13	2	5	6	1
ENSG00000136014	3	14	2	4	2	17
ENSG00000136021	170	311	790	438	286	540
ENSG00000136026	1372	2651	2893	2972	1679	3900
ENSG00000136040	13	426	27	98	5	467
ENSG00000136044	115	301	558	280	192	283
ENSG00000136045	97	218	448	391	217	522
ENSG00000136048	90	291	293	227	114	409
ENSG00000136051	208	365	1362	711	401	707
ENSG00000136052	9	29	74	88	32	67
ENSG00000136059	14	10	4	5	2	2
ENSG00000136068	4899	4716	11982	12774	7884	16150
ENSG00000136098	32	37	35	20	16	30
ENSG00000136099	351	1	325	50	283	18
ENSG00000136100	277	182	606	275	328	228
ENSG00000136104	218	142	409	239	248	221
ENSG00000136108	154	118	872	309	398	439
ENSG00000136110	2	1	0	1	0	1
ENSG00000136111	68	161	213	145	207	222
ENSG00000136114	47	18	192	42	82	30
ENSG00000136122	23	13	110	42	38	69
ENSG00000136141	81	95	396	260	179	214
ENSG00000136143	84	163	611	330	214	307
ENSG00000136144	121	134	468	221	183	218
ENSG00000136146	23	54	256	155	63	130
ENSG00000136147	10	7	3	7	1	2
ENSG00000136149	0	4	10	4	2	4
ENSG00000136152	69	156	423	297	170	260
ENSG00000136153	75	356	217	113	113	404
ENSG00000136155	1	5	1	2	1	0
ENSG00000136156	1112	1164	4716	2081	1368	1518
ENSG00000136158	257	153	965	541	271	268
ENSG00000136159	69	46	149	62	72	130
ENSG00000136160	7	42	8	114	7	23
ENSG00000136161	18	43	137	106	44	84
ENSG00000136167	10	3	4	4	3	3
ENSG00000136169	59	104	168	98	56	107
ENSG00000136193	652	1138	3105	2034	1293	2275
ENSG00000136197	2	3	12	8	5	10
ENSG00000136205	2473	6777	9622	4930	4318	7013
ENSG00000136206	2	5	0	0	1	0
ENSG00000136213	208	259	412	310	256	372
ENSG00000136231	356	488	953	651	388	774
ENSG00000136235	84	194	418	543	67	239
ENSG00000136237	6	10	0	7	2	0
ENSG00000136238	391	892	2309	1437	1014	1712
ENSG00000136240	504	1108	1773	1204	776	1537
ENSG00000136243	164	98	278	174	124	124
ENSG00000136244	2	1	0	4	0	7
ENSG00000136247	76	219	499	321	192	267
ENSG00000136250	3	0	0	3	0	2
ENSG00000136261	147	120	629	532	374	505
ENSG00000136267	5	8	2	3	8	4
ENSG00000136270	576	338	819	743	689	710
ENSG00000136271	299	250	729	569	538	641
ENSG00000136273	72	59	223	168	106	162
ENSG00000136274	346	476	657	554	445	649
ENSG00000136275	3	6	0	1	0	12
ENSG00000136279	637	797	1686	1319	1125	1382
ENSG00000136280	216	289	450	454	327	454
ENSG00000136286	7	2	0	9	1	0
ENSG00000136295	2972	2366	4936	2847	3626	3304
ENSG00000136297	0	6	0	0	0	0
ENSG00000136305	4	10	4	1	0	0
ENSG00000136315	0	0	0	2	0	0
ENSG00000136319	43	133	148	188	86	172
ENSG00000136327	0	0	0	3	0	0
ENSG00000136352	0	1	1	1	1	1
ENSG00000136367	41	57	129	160	75	83
ENSG00000136371	2	11	13	14	2	10
ENSG00000136378	429	67	729	128	501	47
ENSG00000136379	27	101	154	73	60	172
ENSG00000136381	261	421	1134	620	438	637
ENSG00000136383	8	19	21	38	3	14
ENSG00000136404	3	17	4	4	2	9
ENSG00000136425	46	60	93	70	59	47
ENSG00000136436	210	431	784	484	268	551
ENSG00000136444	155	128	455	387	249	245
ENSG00000136448	535	730	1920	1111	911	1288
ENSG00000136449	11	5	4	4	3	2
ENSG00000136450	98	121	592	251	226	363
ENSG00000136451	224	282	936	469	337	578
ENSG00000136457	0	2	0	0	0	0
ENSG00000136463	99	117	284	182	154	230
ENSG00000136478	881	952	2247	2027	1401	1481
ENSG00000136485	573	534	1955	1188	954	1231
ENSG00000136487	1	0	3	1	0	0
ENSG00000136488	0	0	0	1	0	0
ENSG00000136490	555	291	1019	338	787	365
ENSG00000136492	115	54	165	68	128	109
ENSG00000136504	264	310	1090	494	477	508
ENSG00000136514	0	6	0	5	0	7
ENSG00000136518	44	56	366	173	149	182
ENSG00000136521	50	86	312	198	96	165
ENSG00000136522	44	99	341	156	101	244
ENSG00000136527	242	301	1649	783	643	791
ENSG00000136531	9	41	17	23	6	20
ENSG00000136535	4	6	2	1	1	0
ENSG00000136536	212	312	1347	665	399	667
ENSG00000136541	0	1	0	1	1	0
ENSG00000136542	23	16	62	23	21	31
ENSG00000136546	14	6	1	10	4	2
ENSG00000136560	49	165	299	261	60	246
ENSG00000136573	8	2	2	1	1	1
ENSG00000136574	9	2	0	6	3	5
ENSG00000136603	95	173	571	412	174	217
ENSG00000136628	578	665	2213	2030	1119	1870
ENSG00000136630	3	1	0	0	0	1
ENSG00000136631	172	154	470	283	232	289
ENSG00000136634	5	0	2	0	4	0
ENSG00000136636	503	720	1207	653	558	698
ENSG00000136643	78	170	345	261	148	259
ENSG00000136682	77	77	254	192	84	161
ENSG00000136688	3	4	2	5	0	0
ENSG00000136689	1	3	0	1	1	0
ENSG00000136694	1	0	0	0	0	0
ENSG00000136695	2	0	0	0	0	0
ENSG00000136696	5	0	0	1	0	0
ENSG00000136697	0	0	1	2	0	0
ENSG00000136698	0	1	1	0	0	0
ENSG00000136699	531	501	959	786	711	1126
ENSG00000136709	229	295	927	637	518	651
ENSG00000136710	127	198	296	268	193	235
ENSG00000136715	120	167	367	262	133	326
ENSG00000136717	505	1342	861	1161	681	1527
ENSG00000136718	249	155	496	472	418	520
ENSG00000136720	291	1537	841	1485	412	1778
ENSG00000136731	1623	1164	2915	2203	1677	2308
ENSG00000136732	103	105	165	394	72	353
ENSG00000136738	64	193	408	206	138	299
ENSG00000136750	0	5	3	2	2	0
ENSG00000136754	69	113	535	253	169	295
ENSG00000136758	416	945	2075	1489	806	1768
ENSG00000136770	254	103	1416	601	539	368
ENSG00000136783	67	116	245	163	97	157
ENSG00000136802	1500	1763	3499	2328	2454	2683
ENSG00000136807	440	421	809	589	563	671
ENSG00000136810	318	432	1150	878	544	1336
ENSG00000136811	161	179	547	419	307	426
ENSG00000136813	679	714	2218	1539	1280	1579
ENSG00000136816	171	287	304	338	216	503
ENSG00000136819	57	89	246	223	145	213
ENSG00000136824	138	74	593	204	314	314
ENSG00000136826	6	8	6	5	0	6
ENSG00000136827	77	185	408	390	219	438
ENSG00000136828	71	36	157	94	89	42
ENSG00000136830	2246	6725	3249	6411	2753	12536
ENSG00000136834	0	0	0	0	1	0
ENSG00000136839	2	3	0	0	0	0
ENSG00000136840	125	148	303	318	206	354
ENSG00000136842	7	15	27	21	11	10
ENSG00000136848	498	616	1312	1005	837	812
ENSG00000136854	233	652	604	844	312	1189
ENSG00000136856	94	44	140	102	94	114
ENSG00000136859	176	355	347	848	232	483
ENSG00000136861	535	505	1266	932	817	907
ENSG00000136866	14	44	136	62	35	64
ENSG00000136867	23	15	67	34	30	56
ENSG00000136868	178	236	540	435	235	525
ENSG00000136869	6	48	24	167	11	163
ENSG00000136870	48	102	367	187	133	182
ENSG00000136872	2	3	1	4	0	0
ENSG00000136874	74	116	452	249	174	214
ENSG00000136875	161	131	484	348	389	456
ENSG00000136877	759	509	1020	909	866	897
ENSG00000136878	353	467	680	785	434	620
ENSG00000136881	1	2	10	4	1	3
ENSG00000136883	4	0	0	0	3	1
ENSG00000136888	114	189	594	355	175	332
ENSG00000136891	124	128	369	240	198	301
ENSG00000136895	83	31	229	76	121	44
ENSG00000136897	12	19	155	109	36	109
ENSG00000136908	60	90	296	177	177	258
ENSG00000136918	1	5	0	2	3	1
ENSG00000136925	82	118	412	276	199	285
ENSG00000136928	5	9	5	5	4	0
ENSG00000136929	0	2	0	0	1	0
ENSG00000136930	262	345	1070	685	460	758
ENSG00000136931	3	1	2	6	2	0
ENSG00000136932	32	35	100	56	43	56
ENSG00000136933	113	83	243	260	170	211
ENSG00000136935	114	182	356	292	171	221
ENSG00000136936	35	58	113	54	46	53
ENSG00000136937	192	228	931	664	466	750
ENSG00000136938	223	309	675	396	362	517
ENSG00000136939	3	2	0	1	1	0
ENSG00000136940	90	115	365	160	145	209
ENSG00000136942	1266	1364	3730	2869	1825	2873
ENSG00000136943	61	34	60	43	96	36
ENSG00000136944	5	6	2	10	7	1
ENSG00000136950	68	129	293	203	147	277
ENSG00000136960	1	84	12	69	4	138
ENSG00000136982	71	22	88	40	87	39
ENSG00000136986	77	139	351	278	156	347
ENSG00000136997	215	153	872	632	461	523
ENSG00000136999	140	33	197	152	105	86
ENSG00000137033	5	14	0	2	1	3
ENSG00000137038	126	212	421	319	228	317
ENSG00000137040	79	150	501	299	170	366
ENSG00000137054	328	174	573	367	481	421
ENSG00000137055	133	203	463	358	252	400
ENSG00000137070	42	215	61	30	26	54
ENSG00000137073	213	213	464	413	258	440
ENSG00000137074	233	222	611	473	290	398
ENSG00000137075	202	200	1141	453	387	410
ENSG00000137076	7963	10677	19218	20779	11501	18704
ENSG00000137077	0	2	0	0	0	0
ENSG00000137078	0	2	1	0	0	0
ENSG00000137080	0	0	0	0	0	0
ENSG00000137090	0	2	0	1	0	1
ENSG00000137094	75	65	262	224	147	168
ENSG00000137098	6	3	23	17	11	11
ENSG00000137100	142	313	517	322	228	468
ENSG00000137101	0	1	2	8	2	3
ENSG00000137103	339	280	976	382	369	202
ENSG00000137106	858	535	1601	1163	1048	996
ENSG00000137124	144	96	350	388	293	395
ENSG00000137133	4	10	13	21	25	4
ENSG00000137135	20	8	78	20	56	51
ENSG00000137142	1	3	3	3	2	5
ENSG00000137145	175	253	1007	396	275	434
ENSG00000137154	2641	3430	10537	6711	4858	6720
ENSG00000137161	422	370	763	659	545	588
ENSG00000137166	398	379	771	733	488	620
ENSG00000137168	90	56	274	248	122	238
ENSG00000137171	166	278	441	406	219	266
ENSG00000137177	464	615	1851	1077	934	1032
ENSG00000137185	25	31	121	95	50	66
ENSG00000137193	125	263	376	760	164	697
ENSG00000137198	23	33	75	40	38	67
ENSG00000137200	319	665	927	776	537	788
ENSG00000137203	12	2	2	11	5	4
ENSG00000137204	5	6	0	5	0	0
ENSG00000137207	168	372	660	535	289	592
ENSG00000137210	196	134	246	229	179	249
ENSG00000137216	143	266	584	347	280	448
ENSG00000137218	51	74	76	91	55	57
ENSG00000137221	192	158	403	333	244	376
ENSG00000137225	4	4	6	4	2	1
ENSG00000137251	3	9	0	1	3	2
ENSG00000137252	3	0	0	1	0	0
ENSG00000137261	9	4	3	4	3	2
ENSG00000137265	5	3	2	10	1	2
ENSG00000137266	162	742	455	1546	341	1483
ENSG00000137267	391	572	1517	1161	823	1493
ENSG00000137269	23	246	16	81	2	196
ENSG00000137270	5	0	2	2	1	0
ENSG00000137273	1	1	1	1	1	0
ENSG00000137274	105	173	333	278	204	261
ENSG00000137275	134	258	439	337	228	430
ENSG00000137285	917	790	3539	2110	1685	2521
ENSG00000137288	86	97	392	285	221	317
ENSG00000137309	522	566	1035	758	728	2731
ENSG00000137310	110	90	147	61	155	266
ENSG00000137312	1232	1872	2859	3907	1646	3815
ENSG00000137331	0	15	12	27	32	35
ENSG00000137337	180	211	788	423	424	489
ENSG00000137338	27	44	161	103	82	90
ENSG00000137343	60	70	289	115	107	111
ENSG00000137364	149	67	474	165	205	163
ENSG00000137392	0	0	0	1	0	0
ENSG00000137393	5	8	13	15	9	19
ENSG00000137404	43	44	122	55	90	107
ENSG00000137409	1553	1936	3755	2905	2271	3750
ENSG00000137411	0	0	1	4	7	2
ENSG00000137413	252	173	297	232	200	226
ENSG00000137414	135	244	457	284	141	234
ENSG00000137434	0	4	13	5	3	5
ENSG00000137440	0	0	0	0	0	0
ENSG00000137441	0	40	9	7	0	7
ENSG00000137449	21	80	114	245	65	224
ENSG00000137460	541	80	1303	236	562	217
ENSG00000137462	3	2	1	5	3	1
ENSG00000137463	0	2	3	5	0	8
ENSG00000137473	0	0	1	3	0	1
ENSG00000137474	158	342	702	422	252	256
ENSG00000137478	63	80	272	155	124	133
ENSG00000137486	25	1379	34	282	21	495
ENSG00000137491	7	4	1	3	2	2
ENSG00000137492	160	176	576	330	271	360
ENSG00000137494	13	75	63	89	27	84
ENSG00000137496	63	53	126	121	74	141
ENSG00000137497	1807	2851	3632	3326	2460	3178
ENSG00000137500	137	197	485	320	199	379
ENSG00000137501	440	390	1983	1387	813	997
ENSG00000137502	32	202	267	309	70	359
ENSG00000137504	428	498	1081	700	683	676
ENSG00000137507	20	143	9	99	4	223
ENSG00000137509	118	353	580	446	214	548
ENSG00000137513	87	99	214	203	155	164
ENSG00000137522	99	115	248	248	153	279
ENSG00000137547	91	80	293	224	195	276
ENSG00000137558	17	302	440	435	66	404
ENSG00000137561	17	2	62	10	44	3
ENSG00000137563	144	76	1091	172	430	338
ENSG00000137571	42	18	52	32	46	10
ENSG00000137573	5	66	10	31	3	34
ENSG00000137574	134	70	567	215	285	163
ENSG00000137575	380	813	2612	1530	799	1407
ENSG00000137601	60	129	364	173	138	151
ENSG00000137628	40	102	144	112	69	89
ENSG00000137634	0	2	0	0	0	0
ENSG00000137642	71	222	405	576	115	444
ENSG00000137648	0	5	3	4	1	2
ENSG00000137656	49	43	179	111	113	113
ENSG00000137672	2	10	3	3	0	0
ENSG00000137673	17	0	11	3	13	2
ENSG00000137674	0	1	0	3	0	0
ENSG00000137675	2	0	0	0	0	0
ENSG00000137691	8	68	22	17	8	28
ENSG00000137692	389	266	642	550	481	474
ENSG00000137693	512	1095	1707	1197	916	1590
